"Apex Ministry/Dept/State","Parent of Organisation",org_code,org_name,contact_address1,contact_address2,contact_address3,pincode,pg_officer_desig,"Organisation levels"
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-VI",CIT10,"Commissioner of Income Tax  10","Room No.574  5th floor","Aayakar Bhavan",Mumbai,400020,"Commissioner of Income Tax",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-VII",CIT12,"Commissioner of Income tax 12","Room No 122  Aaykar Bhavan",Mumbai,NA,400020,"Commissioner of Income Tax",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-VII",CIT13,"Commissioner of Income Tax","Room No 416  Aaykar Bhavan",Mumbai,NA,400020,"Commissioner of Income Tax",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-IX",CIT14,CIT14,"Earnest House",Mumbai,NA,NA,"Commissioner of Income Tax14",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-IX",CIT15,CIT15,"Matru Mandir Building",Mumbai,NA,NA,"Commissioner of Income Tax 15",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-IX",CIT16,CIT16,"Matru Mandir Building",Mumbai,NA,NA,"Commissioner of Income Tax 16",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-X",CIT17,"COMMISIONER OF INCOME TAX 17 MUMBAI","4TH FLOOR  ROOM NO 414","PIRAMAL CHAMBERS LALBAUG",MUMBAI,400012,"COMMISSIONER OF INCOME TAX 17",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-X",CIT18,"Commisioner of Incometax 18 Mumbai","5 th floor Room No 517","Piramal chambers Lalbaug",mumbai,400012,"COMMISSIONER OF INCOME TAX 18",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-X",CIT19,"COMMISSIONER OF INCOME TAX 19 MUMBAI","4TH FLOOR  ROOM NO 402","PIRAMAL CHAMBERS LALBAUG",MUMBAI,400012,"COMMISSIONER OF INCOME TAX 19",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KANPUR",CIT1A,"Commissioner of Income Tax, AGRA-I","Aayakar Bhawan","Sanjay Place","M. G. Road  Agra",NA,"Pr CIT 1 Agra",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KANPUR",CIT1K,"Commissioner of Income Tax, KANPUR-I","16/69  Aayakar Bhawan","Civil Lines",Kanpur,208001,ITO,3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX LUCKNOW",CIT1L,"Commissioner of Income Tax, LUCKNOW-I","5 Aaykar Bhawan","Ashok Marg",Lucknow,226001,Pr.CIT,3
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax Inter West",CIT1M,"COMMISSIONER OF INCOME TAX IT MUMBAI I","ROOM NO. 107  SCINDIA HOUSE","BALLARD PIER  BALLARD ESTATE",MUMBAI,400038,"CIT IT 1 MUMBAI",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX RAJKOT",CIT1R,"commissioner of Income tax 1","Room No 201 2nd floor aaykar bhavan Race Course Ri","ng Road  Rajkot",NA,360001,"Pr.CIT I Rajkot",3
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-XI",CIT20,"COMMISSIONER OF INCOMETAX","ROOM NO 404 4TH FLOOR","PIRAMAL CHAMBERS","LALBAUG MUMBAI",400012,"COMMISSIONER OF INCOMETAX 20",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-XI",CIT21,"COMMISSIONER OF INCOMETAX 21 MUMBAI","ROOM NO 612 6TH FLOOR","C11 BANDRA KURLA COMPLEX",MUMBAI,400051,"COMMISSIONER OF INCOMETAX",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax-10",CIT22,"COMMISSIONER OF INCOME TAX 22 MUMBAI","ROOM NO-3RD FLOOR","VASHI RAILWAY STN COMPLEX  TOWER NO-6","VASHI  NAVI MUMBAI",NA,"COMMISSIONER OF INCOME TAX 22",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax-10",CIT23,"COMMISSIONER OF INCOME TAX 23 MUMBAI","ROOM NO-302  3RD FLOOR","C-10  BANDRA KURLA COMPLEX","BANDRA(EAST)  MUMBAI",400051,"COMMISSIONER OF INCOME TAX 23",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax -11",CIT24,"CIT 24 Mumbai","Room No 507  5th Floor  C-13","Bandra Kurla Complex",NA,400051,"CIT 24",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax -11",CIT25,"CIT 25 Mumbai","Room No 209  2nd floor  C-11","Bandra kurla Complex",NA,400051,"CIT 25",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-IX",CIT26,"Commissioner of Income Tax  26","Room No. 100A","K.G. Mittal Ayurved Prachar Sansthan","Bldg.  Charni Road  Mumbai",400002,"Commissioner of Income Tax",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-VI",CIT27,"Commissioner of Income Tax 27",VASHI,MUMBAI,NA,400709,"Pr.Commissioner of Income Tax",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-IX",CIT28,"Commissioner of Income Tax  28","Room No.301  3rd Floor","C-12  Bandra Kurla Complex",Mumbai,400051,"Commissioner of Income Tax",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-IX",CIT29,"Commissioner of Income Tax29","c-12  pratyakshakar bhawan  BKC  Bandra East  Mumb",NA,NA,NA,"Commissioner of Income Tax29 M",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KANPUR",CIT2A,"Commissioner of Income Tax, AGRA-II","Aayakar Bhawan Sanjay Place M. G. Road  Agra",NA,NA,NA,"ITO Technical",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KANPUR",CIT2K,"Commissioner of Income Tax, KANPUR-II","15/295-A  Vaibhav Building  Civil Lines  Kanpur",NA,NA,208001,"Principal CIT 2 KANPUR",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX LUCKNOW",CIT2L,"Commissioner of Income Tax, LUCKNOW-II","5 Aaykar Bhawan","Ashok Marg",Lucknow,226001,CIT,3
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax Inter West",CIT2M,"COMMISSIONER OF INCOME TAX IT MUMBAI II","17th floor  r No 1706","Air India Building nariman point",MUMBAI,400021,"CIT IT 2 MUMBAI",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX RAJKOT",CIT2R,"Commissioner of Income tax II Rajkot","Aaykar Bhavan Room No 316  3rd Floor Race Course R","ing Road  Rajkot",NA,360001,"Pr.CIT 2 Rajkot",3
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax 10",CIT32,"COMMISSIONER OF INCOME TAX 32","KAUTILYA BHAVAN",BANDRA,MUMBAI,400051,"PR.COMMISSIONER OF IT 32",NA
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax 10",CIT33,"COMMISSIONER OF INCOME TAX 33","Kautilya Bhavan",Bandra,Mumbai,400051,"Pr CIT 33",NA
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax 7",CIT34,"COMMISSIONER OF INCOMETAX 34","808  8TH FLOOR  KAUTILYA BHAVAN","BANDRA KURLA COMPLEX","BANDRA  EAST  MUMBAI",400051,"COMMISSIONER OF INCOME TAX",NA
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, HYDERABAD-III",CIT3H,"CIT 3 HYDERABAD","7th floor  A-Block","IT Towers 10-2-3","A C Guards  Hyderabad",500004,"ITO Headquarters",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax Inter West",CIT3M,"COMMISSIONER OF INCOME TAX IT MUMBAI III","16TH FLOOR  AIR INDIA BLDG.","NARIMAN POINT",CHURCHGATE,400021,"CIT IT 3 MUMBAI",4
"Central Board of Direct Taxes (Income Tax)","Principal Chief Commissioner of Income Tax, Pune",CIT3P,"Pr. CIT3 Pune","Income Tax Office  PMT Building",Swargate,Pune,411037,"Pr. CIT",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX RAJKOT",CIT3R,"Commissioner of Income tax III Rajkot","Room No 101 1st Floor Aayakar Bhavan Race Course R","ing Road Rakot",NA,360001,Pr.CIT3Rajkot,3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX RAJKOT",CIT4J,"Commissioner Of Income tax Jamnagar","4th Floor Manek Center","Pandit Nehru Marg Hospital Road",Jamnagar,NA,"Pr.CIT Jamnagar",3
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax Inter West",CIT4M,"COMMISSIONER OF INCOME TAX IT MUMBAI IV","Air India Building","Room No. 1704  Nariman Point Churchgate",MUMBAI,400021,"CIT IT 4 MUMBAI",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, PUNE-II",CIT5P,"Pr. CIT5 Pune","Pratyaksh Kar Bhawan","Near Akurdi Railway Station","Akurdi  Pune",411044,"Pr. CIT5 Pune",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, PUNE-II",CIT6P,"Commissioner of Income Tax VI Pune","AAYAKAR SADAN 4TH FLOOR BODHI TOWER","SALISBURY PARK",PUNE,411037,"Pr.Commissioner of Income Tax6",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX JODHPUR",CITA1,"COMMISSIONER OF INCOMETAX APPEAL 1 JODHPUR",CIT(A)-1,"AAYAKAR BHAWAN",JODHPUR,342010,"CIT A 1",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX NASHIK",CITA2,"PR COMMISSIONER OF INCOME TAX 2 AURANGABAD","AAYAKAR BHAVAN","NEAR HOLY CROSS ENGLISH MEDIUM SCHOOL","CANTONMENT  AURANAGABD 430002",431002,"PCIT2 AURANGABAD",3
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax 1",CITA7,"CIT Appeal 7","B/3103 3RD FLOOR MITTAL COURT NARIMAN POINT  MUMBA",NA,NA,400021,"CIT APPEAL",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX AMRITSAR",CITAA,"Commissioner of Income Tax Appeal","Commissioner of Income Tax Appeal-2","Central Revenue Building  Maqbool Road",Amritsar,143001,"Commissioner of Income Tax A-2",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX AMRITSAR",CITAB,"Commissioner of Income Tax Appeal Bhatinda","Commissioner of Income Tax Appeal",Bhatinda,NA,NA,"Commissioner of Income Tax A",3
"Central Board of Direct Taxes (Income Tax)","Pr. Chief Commissioner of Income Tax, Kerala",CITAC,"COMMISSIONER OF INCOME TAX ADMN AND COORD","1ST FLOOR  C. R. BUILDING","I. S. PRESS ROAD",KOCHI,682018,"CIT ADMN. &amp; TPS",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CITAD,"COMMISSIONER OF INCOME TAX ADMIN AND C.O.","ROOM NO.324  AAYAKAR BHAVAN","M. K. ROAD",MUMBAI,400020,"CIT ADMIN AND C.O.",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX GHAZIABAD",CITAE,"COMMISSIONER OF INCOME TAX APPEALS MEERUT","AAYAKAR BHAWAN","BHAINSALI GROUND",MEERUT,250002,"CIT APPEALS MEERUT",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX GHAZIABAD",CITAG,"Commissioner of Income Tax  Appeals Gaziabad","CGO-1  Kamla Nehru Nagar","Hapur Road",Ghaziabad.,201002,"CIT Appeals Ghaziabad",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX ALLAHABAD",CITAH,"Commissioner of Income Tax ALLAHABAD","Aayakar Bhawan","38  M.G. Road","Civil Lines  Allahabad",211001,Pr.CIT,3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX GHAZIABAD",CITAI,"COMMISSIONER OF INCOME TAX APPEALS ALIGARH","AAYKAR BHAWAN","MARRIS ROAD",ALIGARH,202001,"CIT APPEALS ALIGARH",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX AMRITSAR",CITAJ,"Commissioner of Income Tax Appeal Jammu","Commissioner of Income Tax Appeal",Jammu,NA,NA,"Commissioner of Income Tax A",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX GHAZIABAD",CITAL,"Commissioner of Income Tax ALIGARH","AAYKAR BHAWAN  MARRIS ROAD",ALIGARH,ALIGARH,202001,"Pr. CIT",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX UDAIPUR",CITAM,"Commissioner of Income Tax AJMER","C.R. Building","Jaipur Road",Ajmer,305001,Pr.CIT,3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX GHAZIABAD",CITAN,"COMMISSIONER OF INCOME TAX APPEALS 1 NOIDA","AAYAKAR BHAWAN A-2D  SECTOR 24 NOIDA",NA,NA,201301,"CIT APPEALS 1 NOIDA",3
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax, Mumbai-VII",CITAP,"Commissioner of Income Tax Appeals23","Earnest House Room No. 509  Nariman Point",Mumbai,NA,400021,"Commissioner of Income Tax",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX NASHIK",CITAR,"Commissioner of Income Tax AURANGABAD","Aayakar Bhawan","Near Holy Cross English High School",Aurangabad,NA,"PCIT 1 AURANGABAD",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX DURGAPUR",CITAS,"Commissioner of Income Tax ASANSOL","Income Tax Office","Parmar Building  54  G.T. Road (West)",Asansol,713304,CIT,3
"Central Board of Direct Taxes (Income Tax)","Pr. CCIT (CCA) Hyderabad",CITAT,"Commissioner of Income tax DR ITAT","C G G TOWERS",KAVADIGUDA,HYDERABAD,500002,"CIT DR ITAT1",3
"Central Board of Direct Taxes (Income Tax)","Pr. Chief Commissioner of Income Tax (CCA) (Bihar & Jharkhan",CITAU,"CIT AUDIT PATNA","3rd Floor  Alankar Place","Boring Road",Patna,800001,"CIT AUDIT PATNA",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX JAIPUR",CITAW,"Commissioner of Income Tax ALWAR","C.R. Building","Moti Doongri Road",Alwar,301001,"PR. CIT",3
"Central Board of Direct Taxes (Income Tax)","Pr. Chief Commissioner of Income Tax (CCA) (Bihar & Jharkhan",CIPT1,"Commissioner of Income Tax Patna1","Central Revenue Building","Birchand Patel Marg",Patna-1,800001,"Pr. CIT 1 Patna",3
"Central Board of Direct Taxes (Income Tax)","RANGE 2 EXEMPTIONS CHANDIGARH",CIRE2,CIRCLE2,"5TH FLOOR  C.R. BUILDING  SEC. 17-E  CHANDIGARH",NA,NA,NA,ACIT,5
"Central Board of Direct Taxes (Income Tax)","Addl CIT Exemption Ghaziabad",CIREG,"CIRCLE EXEMPTION GHAZIABAD","ROOM NO.105 CGO-II HAPUR CHUNGI GHAZIABAD",NA,NA,201002,DCIT,5
"Central Board of Direct Taxes (Income Tax)","RANGE JHUNJHUNU",CIRJU,"ACIT CIRCLE JHUNJHUNU","Income Tax Office Mandawa Mod Jhunjhunu",NA,NA,NA,"Deputy CIT",5
"Central Board of Direct Taxes (Income Tax)","Joint Commissioner of Incometax Range4Patna",CIRL4,"AC DC Circle  4 Patna","4th floor Lok Nayak Jai Prakash Narain  Bhawan","Dakbunglow Chauraha",Patna,800001,ACIT,5
"Central Board of Direct Taxes (Income Tax)","Joint Commissioner of IncometaxRange5Patna",CIRL5,"AC DC CIRCLE 5 PATNA","3rd floor Lok Nayak Jai Prakash Narain  Bhawan","Dakbunglow Chauraha",Patna,800001,"ACIT CIRLE 5 PATNA",5
"Central Board of Direct Taxes (Income Tax)","JCIT Range6 Patna",CIRL6,"AC DC CIRLE 6 PATNA","3rd floor Lok Nayak Jai Prakash Narain  BhawanDakb","unglow ChaurahaPatna",NA,800001,"ACIT CIRCLE 6 PATNA",5
"Central Board of Direct Taxes (Income Tax)","Addl.CIT Range 7 Jaipur",CIRL7,"DCIT Cir7 Jaipur","C-95 Janpath Lalkothi Scheme Jaipur",NA,NA,NA,"Dy.CIT Circle 7",5
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX SHIMLA",CIRMA,"DC CIR MANDI","DCIT  CIR MANDI","INCOME TAX DEPTT. BIHULI MANDI",MANDI,175001,"DCIT Cir Mandi",3
"Central Board of Direct Taxes (Income Tax)","MANDI GOBINDGARH RANGE SIRHIND",CIRMG,"DCIT Circle MGG","Hq. Sirhind Railway Road",Sirhind,"Distt. Fatehgarh Sahib",140406,DCIT,5
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX GHAZIABAD",CITAZ,"COMMISSIONER OF INCOME TAX APPEALS MUZAFFARNAGAR","AAYAKAR BHAWAN","MEERUT ROAD",MUZAFFARNAGAR,251002,"CIT APPEALS MUZAFFARNAGAR",3
"Central Board of Direct Taxes (Income Tax)","Pr. Chief Commissioner of Income Tax, Bhubaneswar",CITB1,"Income Tax Department","Aayakar Bhawan",Bhubaneswar,NA,751007,"Pr. CIT",3
"Central Board of Direct Taxes (Income Tax)","Pr. Chief Commissioner of Income Tax, Bhubaneswar",CITB2,"INCOME TAX DEPARTMENT","AAYAKAR BHAWAN","3RD FLOOR",BHUBANESWAR,751007,"Pr CIT",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX AMRITSAR",CITB3,"Commissioner of Income Tax, BHATINDA","Pr. Commissioner of Income Tax Bathinda",NA,NA,151001,"Income Tax Officer Technical",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",CITBD,"PCIT BURDWAN","INCOME TAX DEPARTMENT","AAYAKAR BHAWAN","COURT COMPOUND BURDWAN",713101,"PCIT BURDWAN",3
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax Int. South",CITBG,"COMMISSIONER OF INCOME TAX IT BANGALORE","BMTC BUILDING KORAMANGALA 6TH BLOCK BANGALORE",NA,NA,560095,"CIT IT BANGALORE",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX BHOPAL",CITBH,"Commissioner of Income Tax BHOPAL","Aayakar BhawanHoshangabad RoadBhopal",NA,NA,462011,"Pr CIT 1",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX JODHPUR",CITBK,"Commissioner of Income Tax BIKANER","Aayakar Bhawan Rani Bazar Bikaner",NA,NA,334001,"Pr.Commissioner of Income Tax",3
"Central Board of Direct Taxes (Income Tax)","CCIT 5 KOLKATA",CITBN,Pr.CIT-Burdwan,"Aayakar Bhawan  Court Compound  Burdwan",PIN-713101,NA,713101,Pr.CIT-Burdwan,NA
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX RAIPUR",CITBP,"Commissioner of Income Tax Bilaspur","Aayakar Bhawan","Bhartiya Nagar","Bilaspur (CG)",495001,"Pr.CIT Bilaspur",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX BAREILLY",CITBR,"Commissioner of Income Tax BAREILLY","C.R. Building","Kamla Nehru Marg","Civil Lines  Bareilly",243001,"Pr. Commissioner of Income Tax",3
"Central Board of Direct Taxes (Income Tax)","Pr. Chief Commissioner of Income Tax, Bhubaneswar",CITBT,"INCOME TAX DEPARTMENT","Aayakar Bhawan Annex","3rd Floor",Bhubaneswar,751007,CIT,3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX DURGAPUR",CITBW,"Commissioner of Income Tax BURDWAN","Aayakar Bhawan","Court Compound",Burdwan,NA,CIT,3
"Central Board of Direct Taxes (Income Tax)","Pr. Chief Commissioner of Income Tax Delhi-I",CITC1,"Pr. Commissioner of Income Tax Central-I","E-2  ARA Centre","Jhandewalan Extn","New Delhi",110055,"Pr. CIT Central I",3
"Central Board of Direct Taxes (Income Tax)","Pr. Chief Commissioner of Income Tax Delhi-I",CITC2,"PR. COMMISSIONER OF INCOME TAX CENTRAL II","E-2  ARA Centre Jhandewalan Extension New Delhi",NA,NA,110055,"PR. CIT CENTRAL 2",3
"Central Board of Direct Taxes (Income Tax)","Pr. Chief Commissioner of Income Tax Delhi-I",CITC3,"PR. COMMISSIONER OF INCOME TAX CENTRAL III","E-2  ARA CENTRE JHANDEWALAN EXTENSION NEW DELHI",NA,NA,110055,"PR.CIT CENTRAL 3",3
"Central Board of Direct Taxes (Income Tax)","DIRECTOR GENERAL OF IT INV",CITCB,"Pr Commissioner of Income tax Bhopal","Pr Commissioner of Income Tax Central charge Bhopa","Aayakar Bhawan near maida mill","arera hills hoshangabad road Bhopal",462011,"Pr Commissioner of Income tax",4
"Central Board of Direct Taxes (Income Tax)","DIRECTOR GENERAL OF INCOME TAX (EXEMPTION)",CITCH,"CIT EXEMPTIONS CHENNAI","STREET NO 15",NA,NA,NA,.,3
"Central Board of Direct Taxes (Income Tax)","DGIT Investigation Jaipur",CITCJ,"PR COMMISSIONER OF INCOME TAX CENTRAL JAIPUR","IInd Floor  NCR Building  Statue Circle  Jaipur",NA,NA,302005,"PCIT CENTRAL  RAJASTHAN JAIPUR",4
"Central Board of Direct Taxes (Income Tax)","Pr. Chief Commissioner of Income Tax, Kerala",CITCL,"Commissioner of Income Tax CALICUT","North Block",Mananchira,Calicut,673001,Pr.CIT,3
"Central Board of Direct Taxes (Income Tax)","DGIT INVESTIGATION PUNE",CITCN,"PCIT Central Nagpur","Aaykar Bhavan  Civil Line","Telangkhindi Road  Nagpur",Nagpur,440001,"Pr.CIT Central Nagpur",4
"Central Board of Direct Taxes (Income Tax)","Pr. CCIT (CCA) Hyderabad",CITCO,"Commissioner of Income Tax, HYDERABAD (CO)","ROOM NO.312 3-A 4TH FLOOR IT TOWERS 10-2-3  A C GU","ARDS  MASAB TANK HYDERABAD",NA,500004,"CIT COMPUTERS",3
"Central Board of Direct Taxes (Income Tax)","DGIT INVESTIGATION PUNE",CITCP,"PCIT CENTRAL PUNE","INCOME TAX OFFICE PMT BUILDING","C-WING THIRD FLOOR  SWARGATE",PUNE,411037,"CIT Central Pune",4
"Central Board of Direct Taxes (Income Tax)","Pr. Chief Commissioner of Income Tax, Bhubaneswar",CITCT,"INCOME TAX DEPARTMENT","Aayakar Bhawan","shelter Square Tulasipur",Cuttack,753008,"Pr. CIT",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX DEHRADUN",CITDD,"Commissioner of Income Tax DEHRADUN","13A  Subhash Road  Dehradun",NA,NA,NA,"Income Tax Officer Tech",3
"Central Board of Direct Taxes (Income Tax)","DIRECTOR GENERAL OF INCOME TAX (EXEMPTION)",CITDL,"CIT EXEMPTIONS DELHI","DELHI 26TH FLOOR  E-2 BLOCK  CIVIC MINTO ROAD  NEW",DELHI,NA,110002,"CIT EXEMPTIONS",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX RANCHI",CITDN,"COMMISSIONER OF INCOME TAX DHANBAD","AAYAKAR BHAWAN","LUBY CIRCULAR ROAD",DHANBAD,NA,"PR. COMMISSIONER OF INCOME TAX",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX DURGAPUR",CITDP,"Commissioner of Income Tax DURGAPUR","Aayakar Bhawan Annexe","City Centre",Durgapur,713216,CIT,3
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax 5",CITDR,"CIT DR ITAT G BENCH","Room No.402  Old CGO Building","Annexe  M.K. Road",MUMBAI,400020,"CIT DR ITAT",4
"Central Board of Direct Taxes (Income Tax)","Pr. CCIT (CCA) Hyderabad",CITDS,"Pr. Commissioner of Income Tax Hyderabad (TDS)","ROOM NO.413 4-A 4TH FLOOR IT TOWERS","10-2-3  A C GUARDS  MASAB TANK",HYDERABAD,500004,"ITO HQRS  I",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX KOLKATA",CITDU,"PCIT DURGAPUR","INCOME TAX DEPARTMENT AAYAKAR BHAWAN ANNEXE CITY C","ENTRE DURGAPUR",NA,713216,"PCIT DURGAPUR",3
"Central Board of Direct Taxes (Income Tax)","DIRECTOR GENERAL OF INCOME TAX (EXEMPTION)",CITEA,"CIT EXEMPTIONS AHMEDABAD",AHMEDABAD,NA,NA,NA,"CIT EXEMPTIONS AHMEDABAD",3
"Central Board of Direct Taxes (Income Tax)","DIRECTOR GENERAL OF INCOME TAX (EXEMPTION)",CITEB,"CIT EXEMPTIONS BANGLORE",BANGLORE,NA,NA,NA,.,3
"Central Board of Direct Taxes (Income Tax)","DIRECTOR GENERAL OF INCOME TAX (EXEMPTION)",CITEC,"CIT EXEMPTIONS CHANDIGARH","5th Floor  C.R.Building  Sector 17E  Chandigarh",NA,NA,160017,"CIT EXEMPTIONS",3
"Central Board of Direct Taxes (Income Tax)","DIRECTOR GENERAL OF INCOME TAX (EXEMPTION)",CITED,"CIT EXEMPTIONS",.,NA,NA,NA,.,3
"Central Board of Direct Taxes (Income Tax)","DIRECTOR GENERAL OF INCOME TAX (EXEMPTION)",CITEH,"CIT EXEMPTIONS HYDERABAD","Aaykar Bhavan  Bashir Baug",Hyderabad,NA,NA,"Commissioner of Income Tax",3
"Central Board of Direct Taxes (Income Tax)","DIRECTOR GENERAL OF INCOME TAX (EXEMPTION)",CITEJ,"CIT EXEMPTIONS JAIPUR",JAIPUR,NA,NA,NA,CIT,3
"Central Board of Direct Taxes (Income Tax)","DIRECTOR GENERAL OF INCOME TAX (EXEMPTION)",CITEK,"CIT EXEMPTIONS KOCHI","San Juan Tower","Old Railway Station Road",Kochi-18,682018,"Commissioner of Income tax",3
