"Sl. No.",State,"Name Of University","Name Of College","Arts - Male","Arts - Female","Science - Male","Science - Female","Commerce - Male","Commerce - Female","Computer App / Computer Science - Male","Computer App / Computer Science - Female","Management - Male","Management - Female","Education - Male","Education - Female","Engineering and Technology - Male","Engineering and Technology - Female","Medicine - Male","Medicine - Female","Agriculture - Male","Agriculture - Female","Veterinary Science - Male","Veterinary Science - Female","Law - Male","Law - Female","Others - Male","Others - Female","Total - Male","Total - Female","Grand Total"
124,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Joseph's College (Id: C-26101)",0,0,0,0,0,281,279,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,281,560
125,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Swayamkrushi Self Reliance for the Mentally Challenged (Id: C-26096)",0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24
126,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Nalanda Degree College (Id: C-26094)",16,3,43,19,0,44,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,132
127,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sujatha Degree College for Women (Id: C-26093)",0,0,0,321,0,453,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,774
128,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Ellenki Degree College (Narsapur) (Id: C-26092)",70,55,121,149,0,122,200,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,326,717
129,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Anns Degree College for Women (Mallapur) (Id: C-26091)",0,0,0,78,0,228,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,306
130,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vishwa Bharathi Arts and Science Degree College (Id: C-26089)",67,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,37,104
131,Telangana,"Osmania University, Hyderabad (Id: U-0027)","AP College of Education (Id: C-26088)",0,0,0,0,0,0,0,0,0,0,35,65,0,0,0,0,0,0,0,0,0,0,0,0,35,65,100
132,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Suprabhat Institute of Management Studies (Id: C-26087)",0,0,0,0,57,0,0,0,238,122,0,0,0,0,238,0,0,0,0,0,0,0,0,0,295,158,453
133,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Govt. Degree College (Gajwel) (Id: C-26086)",223,111,127,150,0,109,188,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,370,908
134,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St.Francis Institute of Management (Id: C-26085)",0,0,0,0,0,0,0,0,95,58,0,0,0,0,95,0,0,0,0,0,0,0,0,0,95,58,153
135,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Hindu Degree College for Women (Id: C-26084)",0,0,0,372,0,428,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,800
136,Telangana,"Osmania University, Hyderabad (Id: U-0027)","G. Pulla Reddy College of Pharmacy (Id: C-26083)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,160,241,401
137,Telangana,"Osmania University, Hyderabad (Id: U-0027)","BBCIT (Id: C-26082)",0,0,167,220,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,309,609
138,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Sai Degree College (Id: C-26081)",178,118,16,8,0,24,53,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,150,397
139,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Amjad Ali Khan College of Business Administration (Id: C-26080)",0,0,0,0,0,0,0,0,155,84,0,0,0,0,155,0,0,0,0,0,0,0,0,0,155,84,239
140,Telangana,"Osmania University, Hyderabad (Id: U-0027)","MESCO Institute of Management and Computer Science (Id: C-26079)",0,0,0,0,0,42,153,42,128,28,0,0,0,0,128,0,0,0,0,0,0,0,0,0,281,70,351
141,Telangana,"Osmania University, Hyderabad (Id: U-0027)","C.M. Institute of Management (Id: C-26078)",0,0,0,0,0,0,0,0,74,54,0,0,0,0,74,0,0,0,0,0,0,0,0,0,74,54,128
142,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Ellenki Degree College (Sangareddy) (Id: C-26077)",0,0,222,234,0,149,261,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,383,866
143,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vijaya P.G College (Id: C-26076)",0,0,0,0,0,0,0,0,140,50,0,0,0,0,140,0,0,0,0,0,0,0,0,0,140,50,190
144,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Aurbindo Degree College (Id: C-26075)",0,0,81,31,0,17,211,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,48,340
145,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Methodist College of Engineering and Technology (Id: C-26074)",0,0,0,0,0,0,0,0,47,37,0,0,1038,315,47,0,0,0,0,0,0,0,0,0,1085,352,1437
146,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Neelam Sanjeeva Reddy College of Education (Id: C-26073)",0,0,0,0,0,0,0,0,0,0,45,69,0,0,0,0,0,0,0,0,0,0,0,0,45,69,114
147,Telangana,"Osmania University, Hyderabad (Id: U-0027)","M S Degree College for Women (Shalibanda) (Id: C-26072)",0,0,0,40,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150
148,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Ushodaya Mahila Degree College (Id: C-26071)",0,0,0,0,0,173,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,173
149,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Mother Teresa P.G. College (Chowdariguda) (Id: C-26070)",0,0,0,0,0,0,0,0,71,31,0,0,0,0,71,0,0,0,0,0,0,0,0,0,71,31,102
150,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Dr. B. R. Ambedkar Degree College (Id: C-26068)",95,10,73,10,0,120,403,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,140,711
151,Telangana,"Osmania University, Hyderabad (Id: U-0027)","David Memorial Institute of Management (Id: C-26067)",0,0,0,0,0,0,0,0,103,62,0,0,0,0,103,0,0,0,0,0,0,0,0,0,103,62,165
152,Telangana,"Osmania University, Hyderabad (Id: U-0027)","MVG Memorial Degree College (Id: C-26066)",48,31,0,0,0,64,107,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,95,250
153,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Villa Marie Degree College for Women (Id: C-26065)",0,115,0,17,0,697,0,697,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,1213
154,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Shalivahana Degree College (Id: C-26064)",53,39,119,101,0,85,120,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,225,517
155,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Noble P.G College (MBA/MCA) (Id: C-26057)",0,0,0,0,0,0,0,0,131,47,0,0,0,0,131,0,0,0,0,0,0,0,0,0,131,47,178
156,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Siddharatha Degree College (Co-Education) (Id: C-26056)",0,0,270,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,10,280
157,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Roda Mistry College of Social Work and Research Centre (Id: C-26055)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,31,96,31,127
158,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Balaji P.G College (Id: C-26054)",0,0,0,0,0,0,0,0,36,26,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,26,62
159,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Paul's College of Management and Information Technology (Id: C-26053)",0,0,0,0,0,0,0,0,327,133,0,0,0,0,327,0,0,0,0,0,0,0,0,0,327,133,460
160,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St.stephens P.G College (Id: C-26050)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vinayaka College of I.T. and Business Management (Id: C-26049)",0,0,0,0,0,0,0,0,117,31,0,0,0,0,117,0,0,0,0,0,0,0,0,0,117,31,148
162,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Krupa Institute of Pharmaceutical Sciences (Id: C-26048)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,106,98,204
163,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Azam Degree College (Id: C-26047)",0,0,0,0,0,53,76,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,53,129
164,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Apollo Institute of Hospital Administration (Id: C-26045)",0,0,0,0,0,0,0,0,35,56,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,56,91
165,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Railway Degree College (Id: C-26044)",45,21,76,58,0,200,251,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,279,651
166,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vivekananda Govt. Degree College (Id: C-26043)",88,12,42,15,0,63,240,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,90,460
167,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Saanvi P.G College of Women (Id: C-26042)",0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166
168,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Methodist Degree College (Id: C-26041)",0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,104
169,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pandit Narendra Oriental College (Id: C-26040)",42,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,49,91
170,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Spoorthy Degree and P.G. College (Id: C-26039)",0,0,555,53,0,15,466,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,68,1089
171,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Govt. Degree College (Ibrahimpatnam) (Id: C-26036)",81,30,67,53,0,36,66,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,119,333
172,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Govt. Degree College for Women (Sangareddy) (Id: C-26035)",0,235,0,138,0,202,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,575
173,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Ronald Ross PG.College of Management Studies (Id: C-26034)",0,0,0,0,0,0,0,0,107,38,0,0,0,0,107,0,0,0,0,0,0,0,0,0,107,38,145
174,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Mary Degree College (Id: C-26032)",114,84,178,66,0,221,747,221,49,41,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1088,412,1500
175,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Priyanka Degree College for Women (Id: C-26031)",0,0,0,0,0,567,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,716
176,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Shantinikethan Degree College for Women (Id: C-26030)",0,0,0,342,0,556,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,1320
177,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Hashvitha P.G College (Id: C-26028)",0,0,0,0,0,0,0,0,123,55,0,0,0,0,123,0,0,0,0,0,0,0,0,0,123,55,178
178,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Venkateshwara College of Education (Id: C-26026)",0,0,0,0,0,0,0,0,0,0,44,53,0,0,0,0,0,0,0,0,0,0,0,0,44,53,97
179,Telangana,"Osmania University, Hyderabad (Id: U-0027)","P.G. College of Law, Basheerbagh (Id: C-26025)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,211,0,0,501,211,712
180,Telangana,"Osmania University, Hyderabad (Id: U-0027)","P.G. College, Medak (Id: C-26024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Prajwala Degree College (Id: C-26022)",75,19,16,19,0,38,196,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,76,363
182,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pallavi College of Education (Id: C-26021)",0,0,0,0,0,0,0,0,0,0,56,38,0,0,0,0,0,0,0,0,0,0,0,0,56,38,94
183,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St.Joseph's Degree and P.G College (Id: C-26019)",56,30,247,30,39,279,775,279,226,111,0,0,0,0,226,0,0,0,0,0,0,0,12,10,1355,472,1827
184,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Wesley Degree College for Women (Id: C-26017)",0,0,0,207,0,402,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,609
185,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Olive College of Education (Id: C-26016)",0,0,0,0,0,0,0,0,0,0,52,48,0,0,0,0,0,0,0,0,0,0,0,0,52,48,100
186,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Culinary Academy of India (Id: C-26015)",0,0,0,0,0,0,0,0,177,16,0,0,0,0,177,0,0,0,0,0,0,0,0,0,177,16,193
187,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Padala Rama Reddy Law College (Id: C-26014)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,323,0,0,827,323,1150
188,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Prathiba College of Library Science (Id: C-26013)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,30,10,40
189,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vijaya School of Business Management (Id: C-26012)",0,0,0,0,0,0,0,0,31,11,0,0,0,0,31,0,0,0,0,0,0,0,0,0,31,11,42
190,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Ponuganti Madhava rao degree College (Id: C-26011)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Rabindranath College of Education (Id: C-26010)",0,0,0,0,0,0,0,0,0,0,112,88,0,0,0,0,0,0,0,0,0,0,0,0,112,88,200
192,Telangana,"Osmania University, Hyderabad (Id: U-0027)","I S O Degree College (Id: C-26009)",0,0,1,0,0,92,166,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,92,259
193,Telangana,"Osmania University, Hyderabad (Id: U-0027)","RBVRR College for Women (Id: C-26006)",0,51,0,1107,0,703,0,703,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188,2188
194,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Anns College of Education (Id: C-26005)",0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,175,175
195,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sreenidhi Degree College (Id: C-26003)",0,0,295,66,0,17,591,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,83,969
196,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vasundara Degree College (Co-Education) (Id: C-26002)",0,0,174,91,0,115,325,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,206,705
197,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vidya Sagar Degree College (Id: C-26001)",175,143,146,134,0,172,171,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,449,941
198,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Venkateshwara B.P.Ed College (Id: C-26000)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,25,47,25,72
199,Telangana,"Osmania University, Hyderabad (Id: U-0027)","AKLR Govt. Andhra Oriental College (Id: C-25999)",76,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,69,145
200,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Venkateshwara College of Pharmacy (Id: C-25998)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,158,191,349
201,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vidya Dayani Degree and P.G College (UG) (Id: C-25997)",0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,548
202,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Leyas College of Education (Id: C-25996)",0,0,0,0,0,0,0,0,0,0,43,57,0,0,0,0,0,0,0,0,0,0,0,0,43,57,100
203,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Saraswathi Vidhyalaya Degree College (Id: C-25995)",185,92,0,0,0,43,52,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,135,372
204,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Priyadarshini Collge of Computers Science and Research (Id: C-25994)",0,0,0,0,40,0,0,0,170,51,0,0,0,0,170,0,0,0,0,0,0,0,0,0,210,63,273
205,Telangana,"Osmania University, Hyderabad (Id: U-0027)","National Centre for Compositional Characterization of Materials (Id: C-25993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Anthonys P.G Collge (Id: C-25992)",0,0,0,0,0,0,0,0,299,53,0,0,0,0,299,0,0,0,0,0,0,0,0,0,299,53,352
207,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Loyala Academy (Id: C-25991)",274,195,693,520,109,286,451,286,71,45,0,0,0,0,71,0,136,55,0,0,0,0,0,0,1734,1140,2874
208,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Francis College for Women (Id: C-25990)",0,510,0,893,0,786,0,786,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2358,2358
209,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Harshini Degree College (Id: C-25989)",3,1,0,0,0,35,124,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,36,163
210,Telangana,"Osmania University, Hyderabad (Id: U-0027)","M S Degree College for Women (Tolichowki) (Id: C-25988)",0,0,40,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,150
211,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vignan College of Education (Id: C-25987)",0,0,0,0,0,0,0,0,0,0,20,61,0,0,0,0,0,0,0,0,0,0,0,0,20,61,81
212,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Daniels Degree College (Id: C-25985)",0,0,0,0,0,44,116,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,44,160
213,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Badruka Degree College (Day) (Id: C-25984)",0,0,0,0,0,408,268,408,53,47,0,0,0,0,53,0,0,0,0,0,0,0,0,0,321,455,776
214,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Govt. Degree College for Women (Gajwel) (Id: C-25983)",0,90,0,137,0,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,276
215,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Islamia College of Education (Id: C-25982)",0,0,0,0,0,0,0,0,0,0,36,84,0,0,0,0,0,0,0,0,0,0,0,0,36,84,120
216,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Global College of Education (Id: C-25981)",0,0,0,0,0,0,0,0,0,0,36,63,0,0,0,0,0,0,0,0,0,0,0,0,36,63,99
217,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Megana Degree College (Id: C-25980)",0,0,19,7,0,2,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,9,91
218,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Visionary Degree College (Id: C-25979)",0,0,0,0,0,59,144,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,59,203
219,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Patricks Degree and P.G College (Id: C-25978)",0,0,0,0,44,31,112,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,46,202
220,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Siddhartha Institute of Technology and Science (formerly Siddharatha Technical Institute) (Id: C-25977)",0,0,0,0,0,0,0,0,223,133,0,0,0,0,223,0,0,0,0,0,0,0,0,0,223,133,356
221,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vision P.G College (Id: C-25976)",0,0,0,0,0,0,0,0,126,49,0,0,0,0,126,0,0,0,0,0,0,0,0,0,126,49,175
222,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Academy of Management Studies (Id: C-25974)",0,0,0,0,0,0,0,0,113,30,0,0,0,0,113,0,0,0,0,0,0,0,0,0,113,30,143
223,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Scholars Degree College (Id: C-25972)",0,0,0,0,0,88,77,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,88,165
224,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Information and Research Institute of Aurora (Id: C-25968)",0,0,0,0,110,0,0,0,139,159,0,0,0,0,139,0,0,0,0,0,0,0,0,0,249,212,461
225,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Mother Teresa College of Management and Computer Applications (Id: C-25966)",0,0,0,0,0,0,0,0,84,64,0,0,0,0,84,0,0,0,0,0,0,0,0,0,84,64,148
226,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Gandhian College of Education (Id: C-25965)",0,0,0,0,0,0,0,0,0,0,55,44,0,0,0,0,0,0,0,0,0,0,0,0,55,44,99
227,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Govt. Degree College (Medak) (Id: C-25964)",491,73,543,162,0,49,318,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,284,1636
228,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Pauls College of Pharmacy (Id: C-25962)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,166,175,341
229,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sweekar Rehabilitation Institute for Handicapped (Id: C-25961)",14,9,79,33,0,0,0,0,0,0,44,34,0,0,0,0,0,0,0,0,0,0,0,0,137,76,213
230,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vikas College of Education (Id: C-25959)",0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,40,60,100
231,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St.Martins P.G College of Technology (Id: C-25957)",0,0,0,0,0,0,0,0,132,54,0,0,0,0,132,0,0,0,0,0,0,0,0,0,132,54,186
232,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Takshashila Degree College (Id: C-25956)",92,97,75,118,0,81,78,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,296,541
233,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Shadan Institute of Management Studies for Boys (Id: C-25954)",0,0,0,0,0,0,0,0,252,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,252,0,252
234,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pendekanti Institute of Management (Id: C-25951)",0,0,0,0,0,0,0,0,147,93,0,0,0,0,147,0,0,0,0,0,0,0,0,0,147,93,240
235,Telangana,"Osmania University, Hyderabad (Id: U-0027)","T.H.P Institute of Research and Rehabilitation for the Mentally Handicapped (Id: C-25950)",0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,14,32,46
236,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Mother Teresa P.G. College (NFC Nagar) (Id: C-25948)",0,0,0,0,17,0,0,0,68,51,0,0,0,0,68,0,0,0,0,0,0,0,0,0,85,59,144
237,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Venkateshwara College of Fine Arts (Id: C-25946)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,59,150,59,209
238,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vivekananda Degree College (Kukatpally) (Id: C-25944)",0,0,395,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,0,1222
239,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Nagarjuna College of Education (Id: C-25943)",0,0,0,0,0,0,0,0,0,0,33,67,0,0,0,0,0,0,0,0,0,0,0,0,33,67,100
240,Telangana,"Osmania University, Hyderabad (Id: U-0027)","KV Ranga Reddy Law College (Id: C-25942)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,111,0,0,399,111,510
241,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Aradhana College of Education (Id: C-25940)",0,0,0,0,0,0,0,0,0,0,63,37,0,0,0,0,0,0,0,0,0,0,0,0,63,37,100
242,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Princeton P.G. College of Management (Id: C-25939)",0,0,0,0,11,0,0,0,131,74,0,0,0,0,131,0,0,0,0,0,0,0,0,0,142,81,223
243,Telangana,"Osmania University, Hyderabad (Id: U-0027)","University College for Women, Koti (Id: C-25938)",0,806,0,1816,0,722,0,722,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3656,3656
244,Telangana,"Osmania University, Hyderabad (Id: U-0027)","SVG Degree College (Id: C-25937)",0,0,2,1,0,22,118,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,23,143
245,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pragathi Women's Degree College (Id: C-25936)",0,0,0,458,0,456,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,914
246,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Jagruthi Degree College (Chevalla) (Id: C-25935)",67,34,73,74,0,90,75,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,198,413
247,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Poojya Sri Madhavananji College of Education (Id: C-25934)",0,0,0,0,0,0,0,0,0,0,65,34,0,0,0,0,0,0,0,0,0,0,0,0,65,34,99
248,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Global Education centre (Id: C-25933)",0,0,0,0,0,0,0,0,70,22,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,22,92
249,Telangana,"Osmania University, Hyderabad (Id: U-0027)","P.G. College, Vikarabad (Id: C-25932)",0,0,0,0,0,0,0,0,53,17,0,0,0,0,53,0,0,0,0,0,0,0,0,0,53,17,70
250,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Dr. Narayana College of Hotel Management (Id: C-25931)",0,0,0,0,0,0,0,0,229,15,0,0,0,0,229,0,0,0,0,0,0,0,0,0,229,15,244
